timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2019-09-11 04:00:00,10091.53,10097.65,9884.31,10067.46,1416.504,2019-09-11 07:59:59.999,14209889.67039,1782,660.964,6630542.08258,0.0
2019-09-11 08:00:00,10068.41,10138.01,9988.69,10070.53,1031.664,2019-09-11 11:59:59.999,10375018.90573,1531,928.72,9339750.10778,0.0
2019-09-11 12:00:00,10062.34,10101.38,9973.15,9991.84,1826.186,2019-09-11 15:59:59.999,18315055.37735,2599,1296.895,13008860.99951,0.0
2019-09-11 16:00:00,9992.18,10123.29,9934.11,10077.6,2623.529,2019-09-11 19:59:59.999,26394315.18488,3343,1995.336,20077711.60471,0.0
2019-09-11 20:00:00,10073.64,10184.66,10064.11,10159.55,2622.058,2019-09-11 23:59:59.999,26546144.3605,2955,2028.606,20542958.25644,0.0
2019-09-12 00:00:00,10163.06,10205.46,10085.88,10113.43,2704.325,2019-09-12 03:59:59.999,27405923.08543,3196,2252.247,22824514.31054,0.0
2019-09-12 04:00:00,10116.97,10129.19,10042.12,10078.96,2502.598,2019-09-12 07:59:59.999,25224801.36655,2899,1766.065,17805936.36075,0.0
2019-09-12 08:00:00,10079.76,10187.9,10076.95,10170.93,2531.512,2019-09-12 11:59:59.999,25668876.09134,3296,2024.341,20525494.27633,0.0
2019-09-12 12:00:00,10170.0,10365.15,10170.0,10326.58,2529.0,2019-09-12 15:59:59.999,25983437.44291,3695,1756.385,18033396.93444,0.0
2019-09-12 16:00:00,10327.25,10349.91,10239.42,10308.8,2724.169,2019-09-12 19:59:59.999,28048678.81225,3453,1102.982,11360386.24458,0.0
2019-09-12 20:00:00,10301.82,10450.13,10300.85,10415.13,2618.03,2019-09-12 23:59:59.999,27162520.63566,3521,1215.778,12610932.35765,0.0
2019-09-13 00:00:00,10414.96,10440.55,10329.3,10364.64,2483.692,2019-09-13 03:59:59.999,25761224.66985,3203,1877.255,19469032.02095,0.0
2019-09-13 04:00:00,10364.82,10399.81,10267.89,10284.03,3589.585,2019-09-13 07:59:59.999,37017450.69898,4958,2332.348,24046043.80237,0.0
2019-09-13 08:00:00,10283.68,10327.14,10251.99,10306.52,3343.982,2019-09-13 11:59:59.999,34420861.64586,5269,1344.156,13835847.43378,0.0
2019-09-13 12:00:00,10306.52,10344.0,10270.0,10296.57,3556.49,2019-09-13 15:59:59.999,36644392.93332,4966,1326.032,13661227.79663,0.0
2019-09-13 16:00:00,10294.81,10310.08,10186.34,10210.25,3278.396,2019-09-13 19:59:59.999,33557948.70358,5539,1520.873,15553333.38764,0.0
2019-09-13 20:00:00,10210.25,10355.85,10153.51,10341.34,3000.576,2019-09-13 23:59:59.999,30803523.15328,5314,1316.464,13517577.61085,0.0
2019-09-14 00:00:00,10343.01,10353.72,10267.08,10280.77,3297.903,2019-09-14 03:59:59.999,33972015.4986,4872,1349.157,13901814.14608,0.0
2019-09-14 04:00:00,10280.58,10330.61,10259.75,10316.67,2973.282,2019-09-14 07:59:59.999,30594570.79234,5158,1215.373,12516021.05174,0.0
2019-09-14 08:00:00,10319.07,10348.0,10287.53,10291.93,3337.285,2019-09-14 11:59:59.999,34400630.72808,4634,1917.778,19777159.14697,0.0
2019-09-14 12:00:00,10292.13,10396.4,10222.77,10358.0,4138.968,2019-09-14 15:59:59.999,42702660.29919,5977,2441.817,25216215.61741,0.0
2019-09-14 16:00:00,10355.61,10398.0,10325.41,10363.8,3532.679,2019-09-14 19:59:59.999,36613387.58213,4802,1269.01,13150730.33502,0.0
2019-09-14 20:00:00,10363.63,10419.97,10317.39,10332.25,3376.507,2019-09-14 23:59:59.999,34987245.43519,4993,1329.412,13785119.66561,0.0
2019-09-15 00:00:00,10333.47,10359.2,10024.81,10303.39,3539.363,2019-09-15 03:59:59.999,36519047.17907,4506,1051.235,10854948.95043,0.0
2019-09-15 04:00:00,10302.49,10326.59,10273.21,10308.96,3019.367,2019-09-15 07:59:59.999,31117844.68556,4040,775.19,7991443.18735,0.0
2019-09-15 08:00:00,10308.08,10320.0,10268.55,10296.63,3250.042,2019-09-15 11:59:59.999,33462224.12991,4436,818.878,8430902.80104,0.0
2019-09-15 12:00:00,10296.54,10317.29,10252.28,10306.37,3755.871,2019-09-15 15:59:59.999,38627124.70962,4735,2174.991,22364565.4078,0.0
2019-09-15 16:00:00,10306.79,10332.61,10280.14,10294.68,3603.548,2019-09-15 19:59:59.999,37114189.27613,4183,1965.276,20249960.93425,0.0
2019-09-15 20:00:00,10294.46,10316.45,10265.32,10302.22,3368.064,2019-09-15 23:59:59.999,34672116.05778,4012,644.591,6635620.81895,0.0
2019-09-16 00:00:00,10302.0,10353.81,10300.0,10300.07,3490.788,2019-09-16 03:59:59.999,36056365.49702,4217,1370.645,14153169.34321,0.0
2019-09-16 04:00:00,10300.24,10325.0,10279.69,10302.3,3131.662,2019-09-16 07:59:59.999,32271850.65049,3971,731.083,7534607.68242,0.0
2019-09-16 08:00:00,10301.95,10316.71,10275.74,10282.74,3112.623,2019-09-16 11:59:59.999,32062949.75518,4340,913.353,9408740.44234,0.0
2019-09-16 12:00:00,10282.03,10282.03,10115.0,10120.07,3548.878,2019-09-16 15:59:59.999,36033905.24281,8307,1939.428,19691886.79103,0.0
2019-09-16 16:00:00,10117.4,10160.39,10080.7,10124.17,3419.057,2019-09-16 19:59:59.999,34658156.40572,4859,952.387,9651691.70341,0.0
2019-09-16 20:00:00,10120.37,10329.38,10119.29,10249.27,3482.629,2019-09-16 23:59:59.999,35684265.12061,6143,1047.686,10737400.17687,0.0
2019-09-17 00:00:00,10257.3,10261.36,10175.2,10224.09,3556.014,2019-09-17 03:59:59.999,36339294.86991,4817,1283.377,13115425.68559,0.0
2019-09-17 04:00:00,10225.02,10230.79,10165.0,10201.89,3853.531,2019-09-17 07:59:59.999,39303621.66615,4883,1200.905,12247301.44536,0.0
2019-09-17 08:00:00,10202.92,10205.81,10136.77,10163.0,3791.041,2019-09-17 11:59:59.999,38561567.01783,5184,2842.765,28910740.51623,0.0
2019-09-17 12:00:00,10162.7,10244.27,10151.62,10201.14,3859.972,2019-09-17 15:59:59.999,39383953.57784,5980,2044.663,20857243.56702,0.0
2019-09-17 16:00:00,10201.09,10262.49,10200.39,10255.91,3683.462,2019-09-17 19:59:59.999,37710249.01969,5454,2665.533,27290031.39014,0.0
2019-09-17 20:00:00,10256.52,10270.63,10171.37,10186.52,3775.587,2019-09-17 23:59:59.999,38612862.03134,5217,2631.866,26915327.22106,0.0
2019-09-18 00:00:00,10183.87,10256.65,10183.87,10206.05,3573.478,2019-09-18 03:59:59.999,36523512.52026,4442,2794.148,28556421.5722,0.0
2019-09-18 04:00:00,10206.02,10228.41,10185.6,10198.54,3431.504,2019-09-18 07:59:59.999,35025031.49672,4443,2430.839,24810444.31782,0.0
2019-09-18 08:00:00,10199.39,10199.47,10150.0,10156.12,3257.517,2019-09-18 11:59:59.999,33154877.43444,5193,2147.998,21863430.3186,0.0
2019-09-18 12:00:00,10156.7,10210.0,10097.92,10172.91,4003.08,2019-09-18 15:59:59.999,40719599.73064,5691,1726.281,17563836.13517,0.0
2019-09-18 16:00:00,10172.84,10212.25,10132.51,10171.17,3340.706,2019-09-18 19:59:59.999,34029449.75358,5469,2337.695,23814647.6034,0.0
2019-09-18 20:00:00,10172.65,10211.9,10143.0,10155.16,3226.61,2019-09-18 23:59:59.999,32857284.08124,5561,2027.242,20641817.62139,0.0
2019-09-19 00:00:00,10154.7,10185.55,9530.02,9821.97,4653.142,2019-09-19 03:59:59.999,46543025.13203,9426,1880.367,18871342.37243,0.0
2019-09-19 04:00:00,9820.96,9916.0,9780.75,9872.38,3896.305,2019-09-19 07:59:59.999,38389027.31388,5709,919.357,9058076.28364,0.0
2019-09-19 08:00:00,9872.71,9895.37,9820.0,9856.5,3859.26,2019-09-19 11:59:59.999,38069227.52278,5415,1344.745,13264156.21865,0.0
2019-09-19 12:00:00,9856.5,9893.57,9845.11,9880.36,3577.789,2019-09-19 15:59:59.999,35295063.44416,4859,890.996,8790628.33887,0.0
2019-09-19 16:00:00,9882.0,10109.51,9875.25,10086.98,4871.372,2019-09-19 19:59:59.999,48806271.78313,7700,2383.452,23861235.81966,0.0
2019-09-19 20:00:00,10088.91,10331.62,10088.91,10245.3,5370.886,2019-09-19 23:59:59.999,55009494.83017,8762,2794.875,28626102.29315,0.0
2019-09-20 00:00:00,10247.7,10279.3,10154.7,10214.76,4230.857,2019-09-20 03:59:59.999,43232975.13152,5281,2860.067,29229487.04046,0.0
2019-09-20 04:00:00,10212.78,10222.92,10148.99,10156.45,3706.694,2019-09-20 07:59:59.999,37737945.75658,4898,2210.033,22508854.23953,0.0
2019-09-20 08:00:00,10156.11,10187.1,10121.3,10173.72,3454.159,2019-09-20 11:59:59.999,35069941.55536,4894,1100.647,11177072.45295,0.0
2019-09-20 12:00:00,10172.45,10236.19,10141.31,10180.66,4066.386,2019-09-20 15:59:59.999,41409977.90918,5626,1098.893,11193185.22235,0.0
2019-09-20 16:00:00,10179.55,10189.13,10070.5,10161.6,3987.006,2019-09-20 19:59:59.999,40467678.98252,5633,1201.461,12187416.62538,0.0
2019-09-20 20:00:00,10161.4,10185.34,10070.67,10166.35,3820.808,2019-09-20 23:59:59.999,38765284.34292,4722,1046.027,10609391.50265,0.0
2019-09-21 00:00:00,10166.56,10175.3,10116.8,10124.75,3662.893,2019-09-21 03:59:59.999,37164002.46315,4032,802.518,8139426.90058,0.0
2019-09-21 04:00:00,10124.35,10126.81,9963.02,10079.89,4673.538,2019-09-21 07:59:59.999,47087749.51155,6259,1858.38,18722001.25148,0.0
2019-09-21 08:00:00,10081.07,10081.07,9983.25,10046.6,3967.174,2019-09-21 11:59:59.999,39762708.22571,6235,1680.33,16845516.24421,0.0
2019-09-21 12:00:00,10046.6,10067.0,9912.63,10037.11,3990.876,2019-09-21 15:59:59.999,39907485.76184,6220,1086.508,10862233.30728,0.0
2019-09-21 16:00:00,10037.05,10056.0,9959.97,10016.8,3519.366,2019-09-21 19:59:59.999,35178652.19145,5125,1208.087,12075347.48587,0.0
2019-09-21 20:00:00,10016.78,10023.56,9943.05,9983.33,3828.54,2019-09-21 23:59:59.999,38220062.10326,4799,1583.795,15804996.54469,0.0
2019-09-22 00:00:00,9992.7,10001.98,9862.81,9872.07,4561.077,2019-09-22 03:59:59.999,45269443.64912,6202,1980.423,19659815.43591,0.0
2019-09-22 04:00:00,9872.0,10053.56,9857.0,10023.53,3791.352,2019-09-22 07:59:59.999,37656455.00144,5437,1460.307,14503030.9363,0.0
2019-09-22 08:00:00,10024.91,10089.52,9978.96,10001.83,3755.569,2019-09-22 11:59:59.999,37623286.87611,5765,2294.118,22980707.55839,0.0
2019-09-22 12:00:00,10000.53,10057.43,9932.01,9989.89,3816.779,2019-09-22 15:59:59.999,38136508.28223,5869,1424.505,14237726.7686,0.0
2019-09-22 16:00:00,9990.0,10025.0,9949.2,9987.48,4011.848,2019-09-22 19:59:59.999,40084844.5531,5449,1577.069,15762505.17513,0.0
2019-09-22 20:00:00,9987.61,10073.46,9982.6,10023.04,3979.729,2019-09-22 23:59:59.999,39918081.97646,4679,1729.973,17360459.78449,0.0
2019-09-23 00:00:00,10027.69,10046.91,9950.0,9975.58,4722.711,2019-09-23 03:59:59.999,47159850.10328,5187,2889.081,28850902.28331,0.0
2019-09-23 04:00:00,9978.57,9983.81,9878.51,9904.0,3827.303,2019-09-23 07:59:59.999,38025371.43634,5324,1264.701,12557662.66757,0.0
2019-09-23 08:00:00,9904.0,9968.49,9904.0,9915.09,3484.654,2019-09-23 11:59:59.999,34634386.21151,4717,1356.361,13484030.2727,0.0
2019-09-23 12:00:00,9914.11,9951.05,9708.91,9867.06,7566.861,2019-09-23 15:59:59.999,74649032.27112,11368,4069.422,40155572.90225,0.0
2019-09-23 16:00:00,9867.54,9883.89,9779.0,9805.1,4499.082,2019-09-23 19:59:59.999,44175799.6673,6028,2022.901,19862388.73134,0.0
2019-09-23 20:00:00,9804.39,9836.28,9620.0,9701.96,7826.451,2019-09-23 23:59:59.999,76105051.93755,9566,3322.085,32316418.326,0.0
2019-09-24 00:00:00,9701.1,9792.83,9603.5,9718.71,4279.612,2019-09-24 03:59:59.999,41545510.76779,7809,1930.945,18741146.82568,0.0
2019-09-24 04:00:00,9718.63,9791.07,9689.0,9755.67,2594.573,2019-09-24 07:59:59.999,25283196.89633,6341,1019.881,9937486.07121,0.0
2019-09-24 08:00:00,9754.05,9768.0,9680.27,9726.09,3996.677,2019-09-24 11:59:59.999,38881962.02322,7559,2268.951,22071008.55528,0.0
2019-09-24 12:00:00,9725.67,9729.07,9408.47,9530.0,15301.878,2019-09-24 15:59:59.999,146338780.60553,19777,7589.142,72603679.00503,0.0
2019-09-24 16:00:00,8683.2,8689.49,8645.61,8645.61,10.814,2019-09-24 19:59:59.999,93807.78575,33,7.239,62893.03355,0.0
2019-09-24 20:00:00,8358.01,8755.44,8137.09,8495.83,23548.671,2019-09-24 23:59:59.999,200868110.94962,43954,12186.779,103966398.76686,0.0
2019-09-25 00:00:00,8493.32,8725.24,8492.65,8565.61,8267.585,2019-09-25 03:59:59.999,71346830.5906,14952,4271.346,36855327.04054,0.0
2019-09-25 04:00:00,8565.52,8589.25,8200.0,8322.35,7839.039,2019-09-25 07:59:59.999,66281481.6085,12799,3949.867,33411273.59826,0.0
2019-09-25 08:00:00,8325.28,8546.73,8215.0,8327.38,7480.944,2019-09-25 11:59:59.999,62377032.16906,17165,3882.846,32380989.6064,0.0
2019-09-25 12:00:00,8324.27,8460.0,8242.61,8293.28,9081.314,2019-09-25 15:59:59.999,75962298.20774,16760,4556.868,38119457.11295,0.0
2019-09-25 16:00:00,8295.79,8408.31,8223.71,8346.96,6397.273,2019-09-25 19:59:59.999,53303853.45005,12250,3143.741,26192831.76939,0.0
2019-09-25 20:00:00,8346.96,8628.44,8332.41,8430.07,9155.947,2019-09-25 23:59:59.999,77570054.13623,11781,5167.462,43801902.62747,0.0
2019-09-26 00:00:00,8428.15,8443.55,8316.61,8361.8,4251.146,2019-09-26 03:59:59.999,35610396.62827,6539,2272.952,19037007.59009,0.0
2019-09-26 04:00:00,8361.82,8431.0,8335.72,8379.0,3154.622,2019-09-26 07:59:59.999,26459016.30427,6681,1350.373,11326559.12517,0.0
2019-09-26 08:00:00,8378.75,8464.4,8367.89,8387.08,3514.373,2019-09-26 11:59:59.999,29593190.38493,9255,2159.435,18184079.55783,0.0
2019-09-26 12:00:00,8387.0,8438.88,7825.89,7921.82,21856.29,2019-09-26 15:59:59.999,178721504.24455,36128,10656.548,87198928.78821,0.0
2019-09-26 16:00:00,7924.55,8160.5,7700.67,8131.12,22026.303,2019-09-26 19:59:59.999,175024325.91164,42108,10919.537,86806954.16484,0.0
2019-09-26 20:00:00,8131.23,8157.0,8010.0,8060.15,5263.211,2019-09-26 23:59:59.999,42510596.07941,9870,2572.543,20774130.68048,0.0
2019-09-27 00:00:00,8061.98,8093.21,7940.37,8019.99,4893.075,2019-09-27 03:59:59.999,39151105.03469,9062,2691.91,21539611.43132,0.0
2019-09-27 04:00:00,8019.15,8081.49,7951.77,8060.01,3443.524,2019-09-27 07:59:59.999,27591453.26096,9417,1632.644,13077948.21022,0.0
2019-09-27 08:00:00,8060.0,8128.78,7951.37,7988.08,6616.751,2019-09-27 11:59:59.999,53169482.04719,12536,3527.114,28343666.6638,0.0
2019-09-27 12:00:00,7984.71,8097.0,7851.94,7977.1,11382.027,2019-09-27 15:59:59.999,90707658.80973,20475,5969.287,47580690.67415,0.0
2019-09-27 16:00:00,7976.3,8060.01,7934.73,7990.7,6032.962,2019-09-27 19:59:59.999,48331451.26511,13667,3192.473,25577268.72203,0.0
2019-09-27 20:00:00,7990.01,8260.0,7980.0,8176.52,7666.314,2019-09-27 23:59:59.999,62489698.68752,15239,3947.434,32150051.60132,0.0
2019-09-28 00:00:00,8178.26,8211.21,8120.02,8164.01,3244.046,2019-09-28 03:59:59.999,26478915.88529,8637,1610.949,13150501.33275,0.0
2019-09-28 04:00:00,8164.51,8222.11,8141.18,8211.76,2915.339,2019-09-28 07:59:59.999,23812492.4972,8529,1362.721,11131192.93515,0.0
2019-09-28 08:00:00,8212.47,8243.54,8124.03,8133.23,3799.958,2019-09-28 11:59:59.999,31073042.79396,10603,2049.393,16755622.26915,0.0
2019-09-28 12:00:00,8132.68,8135.7,8001.14,8064.07,7324.607,2019-09-28 15:59:59.999,59115880.19174,14877,3802.628,30688084.82898,0.0
2019-09-28 16:00:00,8067.1,8179.0,8038.28,8146.66,4763.487,2019-09-28 19:59:59.999,38665596.14479,10750,2264.096,18374063.49332,0.0
2019-09-28 20:00:00,8145.7,8311.0,8057.35,8195.38,11773.482,2019-09-28 23:59:59.999,96260252.89123,15824,5772.375,47191968.32596,0.0
2019-09-29 00:00:00,8199.0,8226.35,8121.96,8130.22,4124.529,2019-09-29 03:59:59.999,33709346.68858,9591,2593.922,21196638.403,0.0
2019-09-29 04:00:00,8130.16,8141.26,8040.11,8083.08,4554.654,2019-09-29 07:59:59.999,36902859.85478,10435,3246.261,26307117.44023,0.0
2019-09-29 08:00:00,8086.33,8116.99,8031.34,8073.12,4084.898,2019-09-29 11:59:59.999,33004884.12898,10291,2444.337,19749985.17012,0.0
2019-09-29 12:00:00,8072.89,8078.05,7888.98,7965.7,8625.319,2019-09-29 15:59:59.999,68857312.50514,21200,4186.387,33417739.20313,0.0
2019-09-29 16:00:00,7965.7,8032.73,7920.01,7956.4,6285.116,2019-09-29 19:59:59.999,50160754.7631,11954,3326.633,26549231.07348,0.0
2019-09-29 20:00:00,7951.59,8127.06,7918.75,8041.96,8291.54,2019-09-29 23:59:59.999,66685755.77761,14657,4260.079,34255179.22239,0.0
2019-09-30 00:00:00,8042.08,8054.82,7953.58,7972.07,6088.484,2019-09-30 03:59:59.999,48715837.58281,9744,3917.459,31345020.78567,0.0
2019-09-30 04:00:00,7972.03,7974.75,7709.01,7792.82,13568.502,2019-09-30 07:59:59.999,105964046.07781,24066,6723.725,52511373.78054,0.0
2019-09-30 08:00:00,7793.19,8094.48,7775.01,8034.78,12089.775,2019-09-30 11:59:59.999,96226248.23726,20852,6027.373,47957733.58695,0.0
2019-09-30 12:00:00,8033.48,8300.66,7982.08,8280.0,14038.751,2019-09-30 15:59:59.999,114688962.42161,27345,6947.553,56784838.69955,0.0
2019-09-30 16:00:00,8277.05,8331.89,8186.0,8269.65,4567.829,2019-09-30 19:59:59.999,37725154.94349,13299,2399.016,19819175.79628,0.0
2019-09-30 20:00:00,8268.61,8288.86,8162.0,8285.84,4059.179,2019-09-30 23:59:59.999,33381675.89819,12023,1920.233,15792862.90735,0.0
2019-10-01 00:00:00,8285.31,8499.0,8171.0,8392.36,7442.336,2019-10-01 03:59:59.999,62130196.71244,17730,3687.018,30801497.41821,0.0
2019-10-01 04:00:00,8392.39,8466.75,8341.0,8405.03,3662.252,2019-10-01 07:59:59.999,30729240.19856,11277,1859.29,15601416.68762,0.0
2019-10-01 08:00:00,8400.79,8409.0,8285.0,8353.0,5275.655,2019-10-01 11:59:59.999,43955018.65935,12924,2947.279,24550832.1212,0.0
2019-10-01 12:00:00,8350.14,8424.72,8270.0,8361.09,7066.94,2019-10-01 15:59:59.999,58914812.20777,17389,3537.894,29493339.97997,0.0
2019-10-01 16:00:00,8361.18,8494.49,8225.03,8295.66,10918.966,2019-10-01 19:59:59.999,91184655.44214,20223,5200.03,43441208.22337,0.0
2019-10-01 20:00:00,8300.0,8396.56,8263.01,8290.0,4846.655,2019-10-01 23:59:59.999,40304888.40965,12623,2316.233,19263712.32092,0.0
2019-10-02 00:00:00,8290.0,8325.4,8201.0,8239.0,4674.892,2019-10-02 03:59:59.999,38623510.22967,11306,1917.996,15842407.52742,0.0
2019-10-02 04:00:00,8241.34,8262.25,8149.35,8194.52,5230.51,2019-10-02 07:59:59.999,42873993.74458,13251,2365.739,19391690.93376,0.0
2019-10-02 08:00:00,8194.76,8274.5,8194.76,8255.57,3348.702,2019-10-02 11:59:59.999,27582411.15053,10838,1511.536,12450436.71267,0.0
2019-10-02 12:00:00,8256.32,8280.0,8185.28,8230.4,5439.207,2019-10-02 15:59:59.999,44720909.11251,13115,2836.527,23319562.07588,0.0
2019-10-02 16:00:00,8230.41,8264.36,8177.29,8250.79,6361.526,2019-10-02 19:59:59.999,52323215.36521,11688,2896.228,23820041.68846,0.0
2019-10-02 20:00:00,8250.79,8365.92,8209.18,8352.14,5274.342,2019-10-02 23:59:59.999,43661949.47942,11254,2312.574,19154531.67453,0.0
2019-10-03 00:00:00,8353.4,8386.0,8302.86,8323.92,3741.139,2019-10-03 03:59:59.999,31169932.73633,9612,1574.934,13122429.86322,0.0
2019-10-03 04:00:00,8324.55,8363.36,8237.37,8258.14,4023.595,2019-10-03 07:59:59.999,33379990.65661,11116,1628.41,13507475.74882,0.0
2019-10-03 08:00:00,8258.9,8288.88,8184.91,8215.26,5001.386,2019-10-03 11:59:59.999,41171047.65044,13367,2245.871,18482321.30679,0.0
2019-10-03 12:00:00,8215.49,8243.0,8020.0,8104.71,8390.436,2019-10-03 15:59:59.999,68332098.36499,20943,3985.213,32463008.07771,0.0
2019-10-03 16:00:00,8104.41,8206.25,8086.0,8141.03,5529.021,2019-10-03 19:59:59.999,45025660.79821,14550,2449.411,19952461.48228,0.0
2019-10-03 20:00:00,8142.77,8274.59,8111.49,8220.27,6744.653,2019-10-03 23:59:59.999,55256198.18389,12633,3293.984,26985649.96554,0.0
2019-10-04 00:00:00,8219.95,8227.42,8050.0,8101.77,8195.016,2019-10-04 03:59:59.999,66492154.76774,14410,3728.517,30249253.05633,0.0
2019-10-04 04:00:00,8100.25,8140.0,7979.95,8126.61,4461.004,2019-10-04 07:59:59.999,36035289.69529,12960,2101.026,16974608.31061,0.0
2019-10-04 08:00:00,8130.0,8170.0,8080.81,8145.01,3468.236,2019-10-04 11:59:59.999,28168796.50146,12197,1583.103,12857360.69892,0.0
2019-10-04 12:00:00,8146.18,8179.0,8117.04,8140.95,3790.723,2019-10-04 15:59:59.999,30856587.16816,12609,1522.733,12395938.67729,0.0
2019-10-04 16:00:00,8142.63,8199.5,8121.1,8179.0,4624.849,2019-10-04 19:59:59.999,37765427.33474,12129,1868.74,15258560.92286,0.0
2019-10-04 20:00:00,8179.0,8208.88,8124.76,8130.56,3881.283,2019-10-04 23:59:59.999,31660137.84743,10378,1633.857,13326877.48753,0.0
2019-10-05 00:00:00,8130.0,8144.44,8089.5,8131.0,5235.241,2019-10-05 03:59:59.999,42487852.23871,10167,2296.745,18637121.49697,0.0
2019-10-05 04:00:00,8131.5,8138.63,8092.66,8104.88,4075.45,2019-10-05 07:59:59.999,33072110.28206,9915,1327.099,10764817.66922,0.0
2019-10-05 08:00:00,8104.88,8109.43,8066.0,8077.76,4602.573,2019-10-05 11:59:59.999,37205318.01883,11593,1788.23,14456969.62915,0.0
2019-10-05 12:00:00,8077.75,8085.0,8010.0,8077.11,6494.837,2019-10-05 15:59:59.999,52283974.78425,14802,3076.621,24762083.4033,0.0
2019-10-05 16:00:00,8075.3,8095.87,8028.14,8063.96,4731.815,2019-10-05 19:59:59.999,38142602.88738,11175,1858.935,14982618.01403,0.0
2019-10-05 20:00:00,8063.33,8175.0,8055.79,8122.14,5122.09,2019-10-05 23:59:59.999,41552230.84905,12139,1852.071,15029095.78813,0.0
2019-10-06 00:00:00,8122.01,8148.43,8009.0,8039.21,7650.912,2019-10-06 03:59:59.999,61686519.93558,12863,3565.262,28732785.50616,0.0
2019-10-06 04:00:00,8039.66,8073.19,7889.64,7958.19,7482.703,2019-10-06 07:59:59.999,59811898.14715,15281,3656.62,29239297.68641,0.0
2019-10-06 08:00:00,7959.39,7960.0,7859.03,7937.72,6068.653,2019-10-06 11:59:59.999,48063448.42823,15109,2735.617,21665724.3689,0.0
2019-10-06 12:00:00,7935.35,8045.51,7861.0,7995.98,7743.64,2019-10-06 15:59:59.999,61447659.22724,19082,3874.649,30753675.95538,0.0
2019-10-06 16:00:00,7995.98,8012.27,7760.0,7887.04,6016.122,2019-10-06 19:59:59.999,47508775.87803,18377,2730.215,21564876.81263,0.0
2019-10-06 20:00:00,7885.27,7919.01,7798.94,7852.79,6947.009,2019-10-06 23:59:59.999,54637423.39445,14132,3228.165,25389546.56741,0.0
2019-10-07 00:00:00,7851.01,7900.95,7764.42,7859.27,10448.122,2019-10-07 03:59:59.999,81718352.78126,18124,4721.151,36920504.46826,0.0
2019-10-07 04:00:00,7859.46,7876.0,7796.54,7862.0,5973.937,2019-10-07 07:59:59.999,46802828.79654,13231,2646.783,20736319.25376,0.0
2019-10-07 08:00:00,7862.0,8225.0,7862.0,7975.99,12954.723,2019-10-07 11:59:59.999,103288379.97037,24224,6475.404,51732990.59041,0.0
2019-10-07 12:00:00,7975.51,8330.0,7975.2,8174.58,15681.018,2019-10-07 15:59:59.999,127501603.9747,27857,8186.305,66599920.33074,0.0
2019-10-07 16:00:00,8173.58,8307.22,8133.52,8208.75,11153.723,2019-10-07 19:59:59.999,91761247.18819,20084,5567.694,45817300.07728,0.0
